,Player,Season,GP,W,Sv%,GAA,Age
1504,Gilles Villemure,19671968,4,1,0.934,2.4,27
1505,Gilles Villemure,19681969,4,2,0.922,2.25,28
1506,Gilles Villemure,19701971,34,22,0.919,2.3,30
1507,Gilles Villemure,19711972,37,24,0.912,2.09,31
1508,Gilles Villemure,19721973,34,20,0.909,2.3,32
1509,Gilles Villemure,19731974,21,7,0.881,3.53,33
1510,Gilles Villemure,19741975,45,22,0.889,3.16,34
1511,Gilles Villemure,19751976,15,2,0.859,4.3,35
1512,Gilles Villemure,19761977,6,0,0.843,5.41,36
1513,Glen Hanlon,19771978,4,1,0.904,2.73,20
1514,Glen Hanlon,19781979,31,12,0.898,3.1,21
1515,Glen Hanlon,19791980,57,17,0.883,3.48,22
1516,Glen Hanlon,19801981,16,5,0.856,4.44,23
1517,Glen Hanlon,19811982,30,8,0.859,4.07,24
1518,Glen Hanlon,19821983,35,12,0.888,3.82,25
1519,Glen Hanlon,19831984,50,28,0.89,3.52,26
1520,Glen Hanlon,19841985,44,14,0.879,4.19,27
1521,Glen Hanlon,19851986,23,5,0.893,3.35,28
1522,Glen Hanlon,19861987,36,11,0.893,3.2,29
1523,Glen Hanlon,19871988,47,22,0.891,3.23,30
1524,Glen Hanlon,19881989,39,13,0.882,3.56,31
1525,Glen Hanlon,19891990,45,15,0.867,4.03,32
1526,Glen Hanlon,19901991,19,4,0.895,3.2,33
1527,Glenn Hall,19521953,6,4,,1.67,21
1528,Glenn Hall,19541955,2,2,,1.0,23
1529,Glenn Hall,19551956,70,30,0.925,2.1,24
1530,Glenn Hall,19561957,70,38,0.928,2.22,25
1531,Glenn Hall,19571958,70,24,0.906,2.86,26
1532,Glenn Hall,19581959,70,28,0.897,2.97,27
1533,Glenn Hall,19591960,70,28,0.918,2.56,28
1534,Glenn Hall,19601961,70,29,0.92,2.53,29
1535,Glenn Hall,19611962,70,31,0.914,2.63,30
1536,Glenn Hall,19621963,66,30,0.918,2.47,31
1537,Glenn Hall,19631964,65,34,0.93,2.3,32
1538,Glenn Hall,19641965,41,19,0.923,2.44,33
1539,Glenn Hall,19651966,64,34,0.916,2.63,34
1540,Glenn Hall,19661967,32,19,0.922,2.38,35
1541,Glenn Hall,19671968,49,18,0.912,2.48,36
1542,Glenn Hall,19681969,41,19,0.928,2.17,37
1543,Glenn Hall,19691970,18,7,0.903,2.91,38
1544,Glenn Hall,19701971,32,13,0.918,2.42,39
1545,Glenn Healy,19851986,1,0,0.829,7.12,23
1546,Glenn Healy,19871988,34,12,0.865,4.34,25
1547,Glenn Healy,19881989,48,25,0.872,4.27,26
1548,Glenn Healy,19891990,39,12,0.894,3.49,27
1549,Glenn Healy,19901991,53,18,0.893,3.32,28
1550,Glenn Healy,19911992,37,14,0.881,3.8,29
1551,Glenn Healy,19921993,47,22,0.889,3.3,30
1552,Glenn Healy,19931994,29,10,0.878,3.03,31
1553,Glenn Healy,19941995,17,8,0.907,2.36,32
1554,Glenn Healy,19951996,44,17,0.9,2.9,33
1555,Glenn Healy,19961997,23,5,0.907,2.61,34
1556,Glenn Healy,19971998,21,4,0.883,2.98,35
1557,Glenn Healy,19981999,9,6,0.895,2.97,36
1558,Glenn Healy,19992000,20,9,0.888,3.04,37
1559,Glenn Healy,20002001,15,4,0.885,2.62,38
1560,Glenn Resch,19731974,2,1,0.895,3.0,25
1561,Glenn Resch,19741975,25,12,0.916,2.48,26
1562,Glenn Resch,19751976,44,23,0.928,2.08,27
1563,Glenn Resch,19761977,46,26,0.917,2.28,28
1564,Glenn Resch,19771978,45,28,0.908,2.55,29
1565,Glenn Resch,19781979,43,26,0.914,2.5,30
1566,Glenn Resch,19791980,45,23,0.901,3.05,31
1567,Glenn Resch,19801981,40,20,0.891,3.21,32
1568,Glenn Resch,19811982,61,16,0.879,4.04,33
1569,Glenn Resch,19821983,65,15,0.875,3.98,34
1570,Glenn Resch,19831984,51,9,0.871,4.19,35
1571,Glenn Resch,19841985,51,15,0.858,4.17,36
1572,Glenn Resch,19851986,36,11,0.859,4.19,37
1573,Glenn Resch,19861987,17,6,0.903,2.92,38
1574,Goran Hogosta,19771978,1,0,1.0,0.0,23
1575,Goran Hogosta,19791980,21,5,0.869,4.18,25
1576,Gord McRae,19721973,11,7,0.892,3.77,24
1577,Gord McRae,19741975,20,10,0.891,3.22,26
1578,Gord McRae,19751976,20,6,0.875,3.71,27
1579,Gord McRae,19761977,2,0,0.882,4.53,28
1580,Gord McRae,19771978,18,7,0.882,3.3,29
1581,Gordon Laxton,19751976,8,3,0.847,4.51,20
1582,Gordon Laxton,19761977,6,1,0.835,6.17,21
1583,Gordon Laxton,19771978,2,0,0.813,7.35,22
1584,Gordon Laxton,19781979,1,0,0.704,8.0,23
1585,Grant Fuhr,19811982,48,28,0.898,3.31,19
1586,Grant Fuhr,19821983,32,13,0.867,4.3,20
1587,Grant Fuhr,19831984,45,30,0.883,3.91,21
1588,Grant Fuhr,19841985,46,26,0.884,3.87,22
1589,Grant Fuhr,19851986,40,29,0.89,3.93,23
1590,Grant Fuhr,19861987,44,22,0.881,3.44,24
1591,Grant Fuhr,19871988,75,40,0.881,3.43,25
1592,Grant Fuhr,19881989,59,23,0.875,3.83,26
1593,Grant Fuhr,19891990,21,9,0.868,3.89,27
1594,Grant Fuhr,19901991,13,6,0.897,3.01,28
1595,Grant Fuhr,19911992,66,25,0.881,3.66,29
1596,Grant Fuhr,19921993,58,24,0.893,3.3,30
1597,Grant Fuhr,19931994,32,13,0.883,3.69,31
1598,Grant Fuhr,19941995,17,2,0.873,4.03,32
1599,Grant Fuhr,19951996,79,30,0.903,2.87,33
1600,Grant Fuhr,19961997,73,33,0.901,2.72,34
1601,Grant Fuhr,19971998,58,29,0.898,2.53,35
1602,Grant Fuhr,19981999,39,16,0.892,2.43,36
1603,Grant Fuhr,19992000,23,5,0.856,3.83,37
1604,Greg Millen,19781979,28,14,0.888,3.38,21
1605,Greg Millen,19791980,44,18,0.881,3.65,22
1606,Greg Millen,19801981,63,25,0.864,4.17,23
1607,Greg Millen,19811982,55,11,0.873,4.3,24
1608,Greg Millen,19821983,60,14,0.863,4.82,25
1609,Greg Millen,19831984,60,21,0.878,3.71,26
1610,Greg Millen,19841985,54,18,0.858,4.09,27
1611,Greg Millen,19851986,36,14,0.886,3.59,28
1612,Greg Millen,19861987,42,15,0.873,3.54,29
1613,Greg Millen,19871988,48,21,0.88,3.52,30
1614,Greg Millen,19881989,52,22,0.879,3.38,31
1615,Greg Millen,19891990,49,19,0.872,3.89,32
1616,Greg Millen,19901991,3,0,0.875,4.13,33
1617,Greg Millen,19911992,10,3,0.896,2.71,34
1618,Greg Redquest,19771978,1,0,0.7,14.08,21
1619,Greg Stefan,19811982,2,0,0.848,5.0,20
1620,Greg Stefan,19821983,35,6,0.853,4.53,21
1621,Greg Stefan,19831984,50,19,0.875,3.52,22
1622,Greg Stefan,19841985,46,21,0.86,4.34,23
1623,Greg Stefan,19851986,37,10,0.856,4.51,24
1624,Greg Stefan,19861987,43,20,0.875,3.46,25
1625,Greg Stefan,19871988,33,17,0.896,3.11,26
1626,Greg Stefan,19881989,46,21,0.87,4.01,27
1627,Greg Stefan,19891990,7,1,0.837,4.02,28
1628,Gregg Naumenko,20002001,2,0,0.759,5.99,23
1629,Gump Worsley,19521953,50,13,,3.02,23
1630,Gump Worsley,19541955,65,15,,3.0,25
1631,Gump Worsley,19551956,70,32,0.923,2.83,26
1632,Gump Worsley,19561957,68,26,0.907,3.18,27
1633,Gump Worsley,19571958,37,21,0.927,2.32,28
1634,Gump Worsley,19581959,66,26,0.908,2.94,29
1635,Gump Worsley,19591960,39,7,0.897,3.52,30
1636,Gump Worsley,19601961,59,20,0.913,3.29,31
1637,Gump Worsley,19611962,60,22,0.912,2.92,32
1638,Gump Worsley,19621963,67,22,0.914,3.27,33
1639,Gump Worsley,19631964,8,3,0.891,2.98,34
1640,Gump Worsley,19641965,19,10,0.908,2.78,35
1641,Gump Worsley,19651966,51,28,0.917,2.36,36
1642,Gump Worsley,19661967,18,6,0.9,3.18,37
1643,Gump Worsley,19671968,40,21,0.922,1.98,38
1644,Gump Worsley,19681969,30,19,0.92,2.26,39
1645,Gump Worsley,19691970,14,8,0.925,2.51,40
1646,Gump Worsley,19701971,24,4,0.92,2.5,41
1647,Gump Worsley,19711972,34,16,0.933,2.12,42
1648,Gump Worsley,19721973,12,6,0.906,2.88,43
1649,Gump Worsley,19731974,29,8,0.901,3.23,44
1650,Guy Hebert,19911992,13,5,0.908,2.93,24
1651,Guy Hebert,19921993,24,8,0.883,3.67,25
1652,Guy Hebert,19931994,52,20,0.907,2.83,26
1653,Guy Hebert,19941995,39,12,0.904,3.13,27
1654,Guy Hebert,19951996,59,28,0.914,2.83,28
1655,Guy Hebert,19961997,67,29,0.919,2.67,29
1656,Guy Hebert,19971998,46,13,0.903,2.93,30
1657,Guy Hebert,19981999,69,31,0.922,2.42,31
1658,Guy Hebert,19992000,68,28,0.908,2.51,32
1659,Guy Hebert,20002001,54,17,0.897,3.19,33
1660,Hal Murphy,19521953,1,1,,4.0,25
1661,Hank Bassen,19541955,21,4,,3.0,22
1662,Hank Bassen,19551956,12,2,0.885,3.34,23
1663,Hank Bassen,19601961,35,14,0.894,2.93,28
1664,Hank Bassen,19611962,27,9,0.902,2.78,29
1665,Hank Bassen,19621963,17,6,0.897,3.18,30
1666,Hank Bassen,19631964,1,0,0.882,4.0,31
1667,Hank Bassen,19651966,11,3,0.904,2.52,33
1668,Hank Bassen,19661967,8,2,0.898,3.44,34
1669,Hank Bassen,19671968,25,7,0.909,2.87,35
1670,Hannu Kamppuri,19841985,13,1,0.845,5.11,27
1671,Hannu Toivonen,20052006,20,9,0.914,2.63,21
1672,Hannu Toivonen,20062007,18,3,0.875,4.23,22
1673,Hannu Toivonen,20072008,23,6,0.878,3.44,23
1674,Hardy Astrom,19771978,4,2,0.887,3.5,26
1675,Hardy Astrom,19791980,49,9,0.87,3.77,28
1676,Hardy Astrom,19801981,30,6,0.869,3.77,29
1677,Harri Sateri,20172018,9,4,0.911,2.92,28
1678,Harrison Gray,19631964,1,0,0.839,7.5,22
1679,Harry Lumley,19501951,64,12,,3.88,24
1680,Harry Lumley,19511952,70,17,,3.4,25
1681,Harry Lumley,19521953,70,27,,2.34,26
1682,Harry Lumley,19531954,69,32,,1.86,27
1683,Harry Lumley,19541955,69,23,,1.91,28
1684,Harry Lumley,19551956,59,21,0.907,2.67,29
1685,Harry Lumley,19571958,24,11,0.909,2.92,31
1686,Harry Lumley,19581959,11,8,0.923,2.45,32
1687,Harry Lumley,19591960,42,16,0.896,3.48,33
1688,Henrik Karlsson,20102011,17,4,0.908,2.58,27
1689,Henrik Karlsson,20112012,9,1,0.9,3.17,28
1690,Henrik Lundqvist,20052006,53,30,0.922,2.24,23
1691,Henrik Lundqvist,20062007,70,37,0.917,2.34,24
1692,Henrik Lundqvist,20072008,72,37,0.912,2.23,25
1693,Henrik Lundqvist,20082009,70,38,0.916,2.43,26
1694,Henrik Lundqvist,20092010,73,35,0.921,2.38,27
1695,Henrik Lundqvist,20102011,68,36,0.923,2.28,28
1696,Henrik Lundqvist,20112012,62,39,0.93,1.97,29
1697,Henrik Lundqvist,20122013,43,24,0.926,2.05,30
1698,Henrik Lundqvist,20132014,63,33,0.92,2.36,31
1699,Henrik Lundqvist,20142015,46,30,0.922,2.25,32
1700,Henrik Lundqvist,20152016,65,35,0.92,2.48,33
1701,Henrik Lundqvist,20162017,57,31,0.91,2.74,34
1702,Henrik Lundqvist,20172018,63,26,0.915,2.98,35
1703,Henrik Lundqvist,20182019,52,18,0.907,3.07,36
1704,Henrik Lundqvist,20192020,30,10,0.905,3.16,37
1705,Hunter Miska,20182019,1,0,0.889,3.28,23
1706,Hunter Miska,20202021,5,1,0.838,4.16,25
1707,Igor Shesterkin,20192020,12,10,0.932,2.52,24
1708,Igor Shesterkin,20202021,35,16,0.916,2.62,25
1709,Iiro Tarkki,20112012,1,1,0.7,4.41,26
1710,Ilya Bryzgalov,20012002,1,0,0.917,1.87,21
1711,Ilya Bryzgalov,20032004,1,1,0.929,1.98,23
1712,Ilya Bryzgalov,20052006,31,13,0.91,2.51,25
1713,Ilya Bryzgalov,20062007,27,10,0.907,2.47,26
1714,Ilya Bryzgalov,20072008,64,28,0.92,2.44,27
1715,Ilya Bryzgalov,20082009,65,26,0.906,2.98,28
1716,Ilya Bryzgalov,20092010,69,42,0.92,2.29,29
1717,Ilya Bryzgalov,20102011,68,36,0.921,2.48,30
1718,Ilya Bryzgalov,20112012,59,33,0.909,2.48,31
1719,Ilya Bryzgalov,20122013,40,19,0.9,2.79,32
1720,Ilya Bryzgalov,20132014,32,12,0.909,2.68,33
1721,Ilya Bryzgalov,20142015,8,1,0.847,4.19,34
1722,Ilya Samsonov,20192020,26,16,0.913,2.55,22
1723,Ilya Samsonov,20202021,19,13,0.902,2.69,23
1724,Ilya Sorokin,20202021,22,13,0.918,2.17,25
1725,Ivan Prosvetov,20202021,3,0,0.824,4.15,21
1726,J-F Berube,20152016,7,3,0.914,2.71,24
1727,J-F Berube,20162017,14,3,0.889,3.42,25
1728,J-F Berube,20172018,13,3,0.894,3.78,26
1729,Jack Campbell,20132014,1,0,0.872,6.0,21
1730,Jack Campbell,20162017,1,0,1.0,0.0,24
1731,Jack Campbell,20172018,5,2,0.924,2.48,25
1732,Jack Campbell,20182019,31,10,0.928,2.3,26
1733,Jack Campbell,20192020,26,11,0.904,2.8,27
1734,Jack Campbell,20202021,22,17,0.921,2.15,28
1735,Jack Gelineau,19501951,70,22,,2.81,26
1736,Jack Gelineau,19531954,2,0,,9.0,29
1737,Jack McCartan,19591960,4,1,0.945,1.75,24
1738,Jack McCartan,19601961,8,1,0.854,4.77,25
1739,Jack Norris,19641965,23,10,0.898,3.7,22
1740,Jack Norris,19671968,7,2,0.869,3.95,25
1741,Jack Norris,19681969,3,1,0.844,6.0,26
1742,Jack Norris,19701971,25,7,0.888,3.91,28
1743,Jacob Markstrom,20102011,1,0,0.857,3.01,20
1744,Jacob Markstrom,20112012,7,2,0.923,2.66,21
1745,Jacob Markstrom,20122013,23,8,0.901,3.22,22
1746,Jacob Markstrom,20132014,16,2,0.873,3.39,23
1747,Jacob Markstrom,20142015,3,1,0.879,3.09,24
1748,Jacob Markstrom,20152016,33,13,0.915,2.73,25
1749,Jacob Markstrom,20162017,26,10,0.91,2.63,26
1750,Jacob Markstrom,20172018,60,23,0.912,2.71,27
1751,Jacob Markstrom,20182019,60,28,0.912,2.77,28
1752,Jacob Markstrom,20192020,43,23,0.918,2.75,29
1753,Jacob Markstrom,20202021,43,22,0.904,2.68,30
1754,Jacques Caron,19671968,1,0,0.892,4.0,28
1755,Jacques Caron,19681969,3,0,0.868,3.86,29
1756,Jacques Caron,19711972,28,14,0.912,2.56,32
1757,Jacques Caron,19721973,30,8,0.886,3.54,33
1758,Jacques Caron,19731974,10,2,0.832,4.9,34
1759,Jacques Cloutier,19811982,7,5,0.916,2.52,21
1760,Jacques Cloutier,19821983,25,10,0.858,3.5,22
1761,Jacques Cloutier,19841985,1,0,0.892,3.69,24
1762,Jacques Cloutier,19851986,15,5,0.887,3.32,25
1763,Jacques Cloutier,19861987,40,11,0.869,3.78,26
1764,Jacques Cloutier,19871988,20,4,0.85,4.75,27
1765,Jacques Cloutier,19881989,36,15,0.874,3.63,28
1766,Jacques Cloutier,19891990,43,18,0.879,3.09,29
1767,Jacques Cloutier,19901991,25,5,0.879,4.14,30
1768,Jacques Cloutier,19911992,26,6,0.876,3.93,31
1769,Jacques Cloutier,19921993,3,0,0.846,3.89,32
1770,Jacques Cloutier,19931994,14,3,0.897,3.03,33
1771,Jacques Plante,19521953,3,2,,1.33,23
1772,Jacques Plante,19531954,17,7,,1.41,24
1773,Jacques Plante,19541955,52,33,,2.12,25
1774,Jacques Plante,19551956,64,42,0.931,1.86,26
1775,Jacques Plante,19561957,61,31,0.92,2.0,27
1776,Jacques Plante,19571958,57,34,0.924,2.11,28
1777,Jacques Plante,19581959,67,38,0.925,2.16,29
1778,Jacques Plante,19591960,69,40,0.915,2.54,30
1779,Jacques Plante,19601961,40,23,0.904,2.8,31
1780,Jacques Plante,19611962,70,42,0.923,2.37,32
1781,Jacques Plante,19621963,56,22,0.912,2.49,33
1782,Jacques Plante,19631964,65,22,0.91,3.39,34
1783,Jacques Plante,19641965,33,10,0.902,3.38,35
1784,Jacques Plante,19681969,37,18,0.94,1.96,39
1785,Jacques Plante,19691970,32,18,0.918,2.19,40
1786,Jacques Plante,19701971,40,24,0.944,1.89,41
1787,Jacques Plante,19711972,34,16,0.917,2.63,42
1788,Jacques Plante,19721973,40,15,0.911,2.82,43
1789,Jake Allen,20122013,15,9,0.905,2.46,22
1790,Jake Allen,20142015,37,22,0.913,2.28,24
1791,Jake Allen,20152016,47,26,0.92,2.35,25
1792,Jake Allen,20162017,61,33,0.915,2.42,26
1793,Jake Allen,20172018,59,27,0.906,2.75,27
1794,Jake Allen,20182019,46,19,0.905,2.83,28
1795,Jake Allen,20192020,24,12,0.927,2.15,29
1796,Jake Allen,20202021,29,11,0.907,2.68,30
1797,Jake Oettinger,20202021,29,11,0.911,2.36,22
1798,James Reimer,20102011,37,20,0.921,2.6,22
1799,James Reimer,20112012,34,14,0.9,3.1,23
1800,James Reimer,20122013,33,19,0.924,2.46,24
1801,James Reimer,20132014,36,12,0.911,3.29,25
1802,James Reimer,20142015,35,9,0.907,3.16,26
1803,James Reimer,20152016,40,17,0.922,2.31,27
1804,James Reimer,20162017,43,18,0.92,2.53,28
1805,James Reimer,20172018,44,22,0.913,2.99,29
1806,James Reimer,20182019,36,13,0.9,3.09,30
1807,James Reimer,20192020,25,14,0.914,2.66,31
1808,James Reimer,20202021,22,15,0.906,2.66,32
1809,James Stewart Jr,19791980,1,0,0.444,15.0,22
1810,Jamie McLennan,19931994,22,8,0.905,2.84,22
1811,Jamie McLennan,19941995,21,6,0.876,3.39,23
1812,Jamie McLennan,19951996,13,3,0.886,3.68,24
1813,Jamie McLennan,19971998,30,16,0.903,2.17,26
1814,Jamie McLennan,19981999,33,13,0.891,2.38,27
1815,Jamie McLennan,19992000,19,9,0.903,1.96,28
1816,Jamie McLennan,20002001,38,5,0.905,2.64,29
1817,Jamie McLennan,20022003,22,2,0.892,2.99,31
1818,Jamie McLennan,20032004,30,13,0.905,2.31,32
1819,Jamie McLennan,20052006,17,2,0.906,3.01,34
1820,Jamie McLennan,20062007,9,3,0.895,3.6,35
1821,Jamie Ram,19951996,1,0,1.0,0.0,24
1822,Jamie Storr,19941995,5,1,0.888,3.87,19
1823,Jamie Storr,19951996,5,3,0.918,2.75,20
1824,Jamie Storr,19961997,5,2,0.925,2.49,21
1825,Jamie Storr,19971998,17,9,0.929,2.22,22
1826,Jamie Storr,19981999,28,12,0.916,2.4,23
1827,Jamie Storr,19992000,42,18,0.908,2.53,24
1828,Jamie Storr,20002001,45,19,0.899,2.74,25
1829,Jamie Storr,20012002,19,9,0.922,1.9,26
1830,Jamie Storr,20022003,39,12,0.905,2.55,27
1831,Jamie Storr,20032004,14,0,0.878,2.91,28
1832,Jan Lasak,20012002,3,0,0.875,4.4,22
1833,Jan Lasak,20022003,3,0,0.872,3.32,23
1834,Jani Hurme,19992000,1,1,0.895,2.0,24
1835,Jani Hurme,20002001,22,12,0.904,2.5,25
1836,Jani Hurme,20012002,25,12,0.907,2.48,26
1837,Jani Hurme,20022003,28,4,0.907,2.88,27
1838,Jared Coreau,20162017,14,5,0.887,3.46,25
1839,Jared Coreau,20172018,7,0,0.867,4.26,26
1840,Jari Kaarela,19801981,5,2,0.809,6.0,22
1841,Jarmo Myllys,19881989,6,1,0.841,5.55,23
1842,Jarmo Myllys,19891990,4,0,0.805,6.15,24
1843,Jarmo Myllys,19901991,2,0,0.86,6.12,25
1844,Jarmo Myllys,19911992,27,3,0.867,5.02,26
1845,Jaroslav Halak,20062007,16,10,0.906,2.89,21
1846,Jaroslav Halak,20072008,6,2,0.934,2.11,22
1847,Jaroslav Halak,20082009,34,18,0.915,2.86,23
1848,Jaroslav Halak,20092010,45,26,0.924,2.4,24
1849,Jaroslav Halak,20102011,57,27,0.91,2.48,25
1850,Jaroslav Halak,20112012,46,26,0.926,1.97,26
1851,Jaroslav Halak,20122013,16,6,0.899,2.14,27
1852,Jaroslav Halak,20132014,52,29,0.921,2.25,28
1853,Jaroslav Halak,20142015,59,38,0.914,2.43,29
1854,Jaroslav Halak,20152016,36,18,0.919,2.3,30
1855,Jaroslav Halak,20162017,28,12,0.915,2.8,31
1856,Jaroslav Halak,20172018,54,20,0.908,3.19,32
1857,Jaroslav Halak,20182019,40,22,0.922,2.34,33
1858,Jaroslav Halak,20192020,31,18,0.919,2.39,34
1859,Jaroslav Halak,20202021,19,9,0.905,2.53,35
1860,Jason Bacashihua,20052006,19,4,0.899,3.23,23
1861,Jason Bacashihua,20062007,19,3,0.896,3.16,24
1862,Jason Kasdorf,20152016,1,0,0.867,4.0,23
1863,Jason LaBarbera,20002001,1,0,1.0,0.0,20
1864,Jason LaBarbera,20032004,4,1,0.824,4.84,23
1865,Jason LaBarbera,20052006,29,11,0.9,2.89,25
1866,Jason LaBarbera,20072008,45,17,0.91,3.0,27
1867,Jason LaBarbera,20082009,28,8,0.901,2.78,28
1868,Jason LaBarbera,20092010,17,8,0.928,2.13,29
1869,Jason LaBarbera,20102011,17,7,0.909,3.26,30
1870,Jason LaBarbera,20112012,19,3,0.912,2.54,31
1871,Jason LaBarbera,20122013,15,4,0.923,2.64,32
1872,Jason LaBarbera,20132014,7,1,0.87,3.27,33
1873,Jason LaBarbera,20142015,5,2,0.909,2.6,34
1874,Jason Muzzatti,19931994,1,0,0.771,8.0,23
1875,Jason Muzzatti,19941995,1,0,1.0,0.0,24
1876,Jason Muzzatti,19951996,22,4,0.911,2.9,25
1877,Jason Muzzatti,19961997,31,9,0.888,3.43,26
1878,Jason Muzzatti,19971998,7,0,0.888,3.36,27
1879,Jean Claude Bergeron,19901991,18,7,0.862,3.76,22
1880,Jean Claude Bergeron,19921993,21,8,0.876,3.66,24
1881,Jean Claude Bergeron,19931994,3,1,0.899,3.13,25
1882,Jean Claude Bergeron,19941995,17,3,0.869,3.33,26
1883,Jean Claude Bergeron,19951996,12,2,0.832,4.23,27
1884,Jean Claude Bergeron,19961997,1,0,0.886,4.3,28
1885,Jean Levasseur,19791980,1,0,0.806,7.0,30
1886,Jean Marois,19531954,2,0,,5.5,29
1887,Jean-Francois Damphousse,20012002,6,1,0.896,2.45,22
1888,Jean-Francois Labbe,19992000,1,0,0.864,3.0,27
1889,Jean-Francois Labbe,20012002,3,1,0.912,3.07,29
1890,Jean-Francois Labbe,20022003,11,2,0.884,3.59,30
1891,Jean-Guy Morissette,19631964,1,0,0.765,6.6,26
1892,Jean-Marc Pelletier,19981999,1,0,0.828,5.0,20
1893,Jean-Marc Pelletier,20022003,2,0,0.875,3.04,24
1894,Jean-Marc Pelletier,20032004,4,1,0.857,4.12,25
1895,Jean-Sebastien Aubin,19981999,17,4,0.908,2.22,21
1896,Jean-Sebastien Aubin,19992000,51,23,0.914,2.58,22
1897,Jean-Sebastien Aubin,20002001,36,20,0.89,3.13,23
1898,Jean-Sebastien Aubin,20012002,21,3,0.879,3.56,24
1899,Jean-Sebastien Aubin,20022003,21,6,0.9,3.13,25
1900,Jean-Sebastien Aubin,20032004,22,7,0.908,2.98,26
1901,Jean-Sebastien Aubin,20052006,11,9,0.924,2.21,28
1902,Jean-Sebastien Aubin,20062007,20,3,0.876,3.43,29
1903,Jean-Sebastien Aubin,20072008,19,5,0.886,3.19,30
1904,Jean-Sebastien Giguere,19961997,8,1,0.881,3.65,19
1905,Jean-Sebastien Giguere,19981999,15,6,0.897,3.21,21
1906,Jean-Sebastien Giguere,19992000,7,1,0.914,2.72,22
1907,Jean-Sebastien Giguere,20002001,34,11,0.911,2.57,23
1908,Jean-Sebastien Giguere,20012002,53,20,0.92,2.13,24
1909,Jean-Sebastien Giguere,20022003,65,34,0.92,2.3,25
1910,Jean-Sebastien Giguere,20032004,55,17,0.914,2.62,26
1911,Jean-Sebastien Giguere,20052006,60,30,0.911,2.66,28
1912,Jean-Sebastien Giguere,20062007,56,36,0.918,2.26,29
1913,Jean-Sebastien Giguere,20072008,58,35,0.922,2.12,30
1914,Jean-Sebastien Giguere,20082009,46,19,0.9,3.1,31
1915,Jean-Sebastien Giguere,20092010,35,10,0.907,2.85,32
1916,Jean-Sebastien Giguere,20102011,33,11,0.9,2.87,33
1917,Jean-Sebastien Giguere,20112012,32,15,0.919,2.28,34
1918,Jean-Sebastien Giguere,20122013,18,5,0.908,2.84,35
1919,Jean-Sebastien Giguere,20132014,22,11,0.913,2.62,36
1920,Jeff Deslauriers,20082009,10,4,0.901,3.34,24
1921,Jeff Deslauriers,20092010,48,16,0.901,3.26,25
1922,Jeff Deslauriers,20112012,4,3,0.903,2.74,27
1923,Jeff Frazee,20122013,1,0,1.0,0.0,25
1924,Jeff Glass,20172018,15,3,0.898,3.36,32
1925,Jeff Hackett,19881989,13,4,0.881,3.54,20
1926,Jeff Hackett,19901991,30,5,0.877,3.62,22
1927,Jeff Hackett,19911992,42,11,0.892,3.84,23
1928,Jeff Hackett,19921993,36,2,0.856,5.28,24
1929,Jeff Hackett,19931994,22,2,0.89,3.43,25
1930,Jeff Hackett,19941995,7,1,0.913,2.38,26
1931,Jeff Hackett,19951996,35,18,0.916,2.4,27
1932,Jeff Hackett,19961997,41,19,0.927,2.16,28
1933,Jeff Hackett,19971998,58,21,0.917,2.2,29
1934,Jeff Hackett,19981999,63,26,0.907,2.49,30
1935,Jeff Hackett,19992000,56,23,0.914,2.4,31
1936,Jeff Hackett,20002001,19,4,0.887,3.25,32
1937,Jeff Hackett,20012002,15,5,0.904,3.18,33
1938,Jeff Hackett,20022003,36,15,0.911,2.86,34
1939,Jeff Hackett,20032004,27,10,0.905,2.39,35
1940,Jeff Reese,19871988,5,1,0.867,4.1,21
1941,Jeff Reese,19881989,10,2,0.86,4.94,22
1942,Jeff Reese,19891990,21,9,0.871,4.41,23
1943,Jeff Reese,19901991,30,6,0.868,3.86,24
1944,Jeff Reese,19911992,20,4,0.886,3.42,25
1945,Jeff Reese,19921993,26,14,0.889,3.2,26
1946,Jeff Reese,19931994,20,5,0.892,3.11,27
1947,Jeff Reese,19941995,11,2,0.889,3.27,28
1948,Jeff Reese,19951996,26,9,0.893,3.22,29
1949,Jeff Reese,19961997,3,0,0.8,5.62,30
1950,Jeff Reese,19981999,2,1,0.843,4.51,32
1951,Jeff Zatkoff,20132014,20,12,0.912,2.61,26
1952,Jeff Zatkoff,20142015,1,0,0.941,1.63,27
1953,Jeff Zatkoff,20152016,14,4,0.917,2.79,28
1954,Jeff Zatkoff,20162017,13,2,0.879,2.94,29
1955,Jeremy Duchesne,20092010,1,0,0.75,3.59,23
1956,Jeremy Smith,20162017,10,1,0.888,3.54,27
1957,Jeremy Swayman,20202021,10,7,0.945,1.5,22
1958,Jerome Mrazek,19751976,1,0,0.5,9.55,24
1959,Jerry Toppazzini,19601961,1,0,,0.0,29
1960,Jhonas Enroth,20092010,1,0,0.892,4.12,21
1961,Jhonas Enroth,20102011,14,9,0.907,2.73,22
1962,Jhonas Enroth,20112012,26,8,0.917,2.7,23
1963,Jhonas Enroth,20122013,12,4,0.919,2.6,24
1964,Jhonas Enroth,20132014,28,4,0.911,2.82,25
1965,Jhonas Enroth,20142015,50,18,0.904,3.07,26
1966,Jhonas Enroth,20152016,16,7,0.922,2.17,27
1967,Jhonas Enroth,20162017,6,0,0.872,3.94,28
1968,Jim Bedard,19771978,43,11,0.879,3.67,21
